point_x,point_y,longitude,latitude,altitude
2805.0,2786.0,108.9636083668,34.0679009129,543.6
2808.7874,2793.44,108.9636086375,34.0679016625,543.7
2749.3757,1877.0813,108.9635738134,34.0680250412,543.5
