point_x,point_y,longitude,latitude,altitude
2809.0,2791.0,108.9636083668,34.0679009129,543.6
2813.1184,2798.4873,108.9636086375,34.0679016625,543.7
2755.0613,1881.7753,108.9635738134,34.0680250412,543.5
